Date,Close points,Open points,Maximum points,Minimum Points,Volume,Variation
27.06.2006,"34375,73","34631,24","35015,42","34367,75","65,65M","-0,74%"
26.06.2006,"34631,24","34662,85","34875,3","34584,22","87,96M","-0,09%"
23.06.2006,"34661,22","34313,55","34864,49","33879,84","74,79M","1,00%"
22.06.2006,"34316,77","34543,55","34714,12","34225,82","61,81M","-0,67%"
21.06.2006,"34546,64","33631,72","34601,28","33215,59","103,93M","2,72%"
20.06.2006,"33632,14","33897,41","34156,24","33567,82","84,38M","-0,78%"
19.06.2006,"33897,35","34407,05","34669,16","33549,49","93,06M","-1,46%"
16.06.2006,"34398,92","32942,14","34543,49","32942,14","103,57M","4,42%"
14.06.2006,"32941,46","32847,95","33474,14","32057,32","253,85M","0,29%"
13.06.2006,"32847,61","33534,56","33582,33","32824,17","151,01M","-2,11%"
12.06.2006,"33554,52","35082,86","35265,95","33537,16","131,20M","-4,33%"
09.06.2006,"35074,63","35438,46","36181,1","35074,63","78,63M","-1,02%"
08.06.2006,"35437,78","35262,37","35607,55","34359,54","208,85M","0,49%"
07.06.2006,35264,"36558,71","36770,96","35262,47","128,22M","-3,54%"
06.06.2006,"36557,8","36739,86","36739,86","35672,54","161,54M","-0,50%"
05.06.2006,"36739,86","37938,57","37975,5","36670,1","90,08M","-3,17%"
02.06.2006,"37942,18","37749,93","38437,12","37410,67","180,04M","0,51%"
01.06.2006,"37748,3","36531,41","37748,3","36502,47","142,62M","3,33%"
31.05.2006,"36530,04","36414,2","37215,74","36362,31","188,73M","0,32%"
30.05.2006,"36412,51","38149,37","38149,37","36412,51","143,09M","-4,54%"
29.05.2006,"38145,15","38633,88","38733,58","38055,49","32,60M","-1,25%"
26.05.2006,"38629,71","37574,23","38629,71","37574,23","176,94M","2,82%"
25.05.2006,"37568,66","35793,52","37568,66","35793,52","157,32M","4,96%"
24.05.2006,"35791,96","36103,52","36341,37","34911,34","191,74M","-0,88%"
23.05.2006,36110,"36498,01","37566,65","36099,31","211,21M","-1,06%"
22.05.2006,"36496,92","37732,33","37732,33","35663,81","233,98M","-3,28%"
19.05.2006,"37732,86","37819,84","38464,6","37325,12","210,34M","-0,20%"
18.05.2006,"37807,15","38289,78","38591,1","37807,15","184,47M","-1,26%"
17.05.2006,"38290,68","39411,11","39411,11","38098,62","214,45M","-2,86%"
16.05.2006,"39416,44","39271,45","39952,55","38922,73","113,94M","0,37%"
15.05.2006,"39271,45","39687,87","40209,11","38870,77","127,76M","-2,37%"
12.05.2006,"40222,88","40846,89","40862,45","40121,1","113,59M","-1,53%"
11.05.2006,"40847,07","41757,78","42061,59","40776,52","142,97M","-2,17%"
10.05.2006,"41751,5","41980,96","41985,15","41417,76","134,10M","-0,54%"
09.05.2006,"41979,29","41504,79","42015,66","41446,29","349,07M","1,12%"
08.05.2006,"41515,49","41416,59","41693,2","41094,57","106,21M","0,24%"
05.05.2006,"41417,27","40975,78","41448,53","40975,78","141,00M","1,08%"
04.05.2006,"40975,78","40925,94","41257,72","40894,4","133,38M","0,14%"
03.05.2006,"40919,76","41015,85","41068,19","40574,44","116,27M","-0,24%"
02.05.2006,"41016,58","40364,79","41016,58","40276,96","121,12M","1,62%"
28.04.2006,"40363,42","39751,68","40424,95","39751,68","174,16M","1,54%"
27.04.2006,"39751,44","40409,86","40409,86","39631,03","126,51M","-1,63%"
26.04.2006,"40410,06","39738,95","40422,19","39738,95","104,24M","1,69%"
25.04.2006,"39738,07","39752,93","39953,12","39577,1","72,65M","-0,03%"
24.04.2006,"39751,3","39774,59","40088,69","39616,3","84,98M","-0,06%"
20.04.2006,"39774,59","39941,4","40278,38","39435,06","120,67M","-0,41%"
19.04.2006,"39937,74","39580,75","40026,03","39492,35","85,19M","0,92%"
18.04.2006,"39572,47","38466,12","39583,95","38466,12","134,76M","2,89%"
17.04.2006,"38462,48","38085,53","38698,26","38085,53","107,05M","1,00%"
13.04.2006,"38082,13",38426,"38479,08","37983,62","79,02M","-0,90%"
12.04.2006,"38427,41","37901,19","38447,96","37816,41","177,30M","1,39%"
11.04.2006,"37901,19","38478,46","38884,82","37823,02","137,33M","-1,49%"
10.04.2006,"38474,73","38927,33","38927,33","38239,49","120,48M","-1,16%"
07.04.2006,"38926,49","39285,04","39396,74","38630,19","169,99M","-0,91%"
06.04.2006,"39285,04","39053,04","39310,25","38699,83","140,74M","0,59%"
05.04.2006,"39053,2","38803,28","39053,76","38475,38","158,41M","0,65%"
04.04.2006,"38802,26","38717,81","39086,43","38606,37","127,33M","0,22%"
03.04.2006,"38717,07","37951,97","38850,55","37951,97","95,11M","2,02%"
31.03.2006,"37951,97","37782,75","38015,5","37619,1","118,95M","0,46%"
30.03.2006,"37776,76","37492,56","38088,77","37469,11","114,60M","0,76%"
29.03.2006,"37491,57","36684,11","37491,57","36684,11","157,24M","2,21%"
28.03.2006,"36682,21","37640,37","37731,02","36681,53","169,63M","-2,55%"
27.03.2006,"37641,06","37576,83","37893,47","37152,54","122,45M","0,17%"
24.03.2006,"37577,05","37472,85","37775,47","37301,12","86,83M","0,28%"
23.03.2006,"37473,85","37850,43","38127,98","37206,73","199,64M","-1,00%"
22.03.2006,"37850,59","37398,01","37850,59","37156,34","104,88M","1,21%"
21.03.2006,"37398,01","38203,53","38203,53","37350,93","134,39M","-2,11%"
20.03.2006,"38203,53","38048,77","38500,38","37977,96","101,77M","0,41%"
17.03.2006,"38049,17","38158,53","38267,86","37769,11","100,44M","-0,28%"
16.03.2006,"38156,64","38244,66","38577,53","37962,45","145,58M","-0,23%"
15.03.2006,"38243,99","37545,54","38341,29","37542,96","144,00M","1,87%"
14.03.2006,"37541,49","36788,64","37541,49","36416,75","118,40M","2,03%"
13.03.2006,"36792,98","36890,69","37258,71","36513,35","98,37M","-0,26%"
10.03.2006,"36890,69","36328,47","37160,57","36217,69","82,28M","1,59%"
09.03.2006,"36312,27","37289,08","37738,67","36084,5","112,32M","-2,62%"
08.03.2006,"37289,08","37420,62","37420,62","36446,22","139,70M","-0,36%"
07.03.2006,"37422,58","38350,28","38350,28","37130,33","150,70M","-2,43%"
06.03.2006,"38353,98","39241,4","39394,91","38347,97","125,16M","-2,26%"
03.03.2006,"39239,75","39128,73","39355,67","38716,38","96,08M","0,29%"
02.03.2006,"39125,84","39181,92","39366,74","38989,25","86,85M","-0,13%"
01.03.2006,"39177,87","38610,39","39203,21","38532,85","79,53M","1,47%"
24.02.2006,"38610,39","38405,64","38610,39","38337,16","107,63M","0,53%"
23.02.2006,"38405,48","38242,23","38522,05",37747,"110,07M","0,42%"
22.02.2006,"38246,4","38166,08","38632,84","38056,13","81,86M","0,21%"
21.02.2006,"38165,97","38540,81","38978,05","38165,97","114,12M","-0,97%"
20.02.2006,"38539,18","38418,28","38677,59","38031,96","73,39M","0,31%"
17.02.2006,"38421,83","38256,33","38642,32","38256,33","111,94M","0,43%"
16.02.2006,"38256,39","37245,27","38268,23","37245,27","176,53M","2,73%"
15.02.2006,"37239,3","36628,77","37446,65","36422,27","168,41M","1,67%"
14.02.2006,"36626,88","36116,94","36733,87","35891,24","157,39M","1,42%"
13.02.2006,"36113,95","36975,32","37075,67","36113,95","130,28M","-2,33%"
10.02.2006,"36975,27","36885,56","37813,3","36633,34","246,05M","0,25%"
09.02.2006,"36882,31","36500,94","37176,9","36500,94","199,89M","1,05%"
08.02.2006,"36499,41","36553,37","36783,85","36182,89","142,04M","-0,17%"
07.02.2006,"36561,7","37320,01","37376,12","36555,52","111,07M","-2,04%"
06.02.2006,"37321,2","37261,73","37775,69","37229,43","130,71M","0,16%"
03.02.2006,"37261,73","37304,19","37608,9","36526,26","115,44M","-0,11%"
02.02.2006,"37304,19","38482,37","38507,57","37236,55","166,78M","-3,07%"
01.02.2006,"38484,84","38382,33","38500,02","37886,2","263,91M","0,27%"
31.01.2006,"38382,8","38242,93","38456,16","37629,91","137,33M","0,37%"
30.01.2006,"38242,04","37823,97","38276,43","37501,28","103,24M","1,11%"
27.01.2006,"37822,22","38017,89","38803,99","37688,21","146,82M","-0,51%"
26.01.2006,"38014,36","37402,02","38031,4","37402,02","168,27M","1,64%"
24.01.2006,"37399,67","36632,22","37427,76","36632,22","108,83M","2,10%"
23.01.2006,"36631,75","36687,18","36770,97","36212,84","104,57M","-0,17%"
20.01.2006,"36694,65","36857,3","36938,47","36432,27","124,84M","-0,44%"
19.01.2006,"36858,19","35812,58","36978,68","35812,58","110,28M","2,94%"
18.01.2006,"35805,19","36115,45","36115,45","35380,3","94,83M","-0,87%"
17.01.2006,"36119,37","36533,68","36533,68","35816,63","157,51M","-1,13%"
16.01.2006,"36533,68","35897,12","36533,68","35891,39","63,80M","1,77%"
13.01.2006,"35897,12","35779,49","35951,45","35479,72","95,44M","0,33%"
12.01.2006,"35779,3","35952,78","36286,08","35641,42","113,64M","-0,48%"
11.01.2006,"35952,24","35049,72","35952,77","35049,72","147,85M","2,58%"
10.01.2006,"35049,42","35338,15","35338,15","34686,5","136,99M","-0,81%"
09.01.2006,"35337,33","35475,02","35601,31","35108,24","108,99M","-0,39%"
06.01.2006,"35475,02","35169,99","35529,45","34940,42","115,09M","1,54%"
05.01.2006,"34936,11","35005,58","35088,42","34680,99","142,07M","-0,19%"
04.01.2006,"35002,37","34539,95","35223,14","34539,95","147,13M","1,34%"
03.01.2006,"34540,58","33507,36","34562,66","33507,36","148,38M","3,08%"
02.01.2006,"33507,27","33461,54","33518,91","32860,17","72,32M","0,15%"
29.12.2005,"33455,94","33137,44","33455,94","33137,44","110,34M","0,96%"
28.12.2005,"33138,48","33370,84","33463,1","32964,96","112,69M","-0,70%"
27.12.2005,"33370,73","33296,62","33631,24","33238,93","74,00M","0,22%"
26.12.2005,"33297,52","33331,26","33434,77","33139,76","22,00M","-0,10%"
23.12.2005,"33331,26","33508,75","33574,94","33280,09","49,96M","-0,54%"
22.12.2005,"33512,86","33521,05","33652,31","33462,77","74,56M","-0,01%"
21.12.2005,"33517,05","33068,48","33553,15","33068,48","139,10M","1,36%"
20.12.2005,"33066,53","33007,84","33139,95","32767,53","112,52M","0,19%"
19.12.2005,"33005,27","33283,8","33495,86","32907,95","115,92M","-0,86%"
16.12.2005,"33291,82","33193,27","33578,78","33193,27","93,62M","0,30%"
15.12.2005,"33193,27","33625,46","33798,95","33102,62","96,48M","-1,30%"
14.12.2005,"33629,47","33419,65","33837,27","33369,07","155,17M","0,63%"
13.12.2005,"33419,65","32970,6","33432,12","32835,02","174,91M","1,36%"
12.12.2005,"32970,6","32924,87","33299,41","32867,86","97,41M","0,15%"
09.12.2005,"32921,76","32482,6",32971,"32482,6","88,68M","1,36%"
08.12.2005,"32480,04","32756,29","32997,05","32476,44","128,83M","-0,84%"
07.12.2005,"32756,79","33224,9","33271,28","32648,84","125,45M","-1,40%"
06.12.2005,"33223,42","32712,09","33332,02","32712,09","141,79M","1,60%"
05.12.2005,"32701,17","32834,87","32909,58","32546,85","110,17M","-0,40%"
02.12.2005,"32832,45","32617,3","32936,3","32617,3","120,77M","0,66%"
01.12.2005,"32617,18","31920,61","32700,43","31920,61","144,70M","2,19%"
30.11.2005,"31916,76","31651,9","31917,69","31295,76","110,29M","0,84%"
29.11.2005,"31651,55","31359,6","31766,84","31359,6","79,48M","0,94%"
28.11.2005,"31357,55","31919,66","32350,47","31337,1","89,65M","-1,76%"
25.11.2005,"31919,66","31946,77","32058,68","31840,37","55,34M","-0,08%"
24.11.2005,"31944,73","31937,92","32122,5","31677,96","84,73M","0,01%"
23.11.2005,"31942,56","31489,01","32013,74","31489,01","113,46M","1,44%"
22.11.2005,"31489,01","31109,8","31499,55","30472,88","112,84M","1,22%"
21.11.2005,"31110,07","31102,37","31291,4","30969,42","76,59M","0,02%"
18.11.2005,"31102,37","31086,83","31179,64","30887,29","61,75M","0,05%"
17.11.2005,31087,"30482,87","31247,88","30482,87","74,03M","1,98%"
16.11.2005,"30482,12","30218,6","30515,95","30157,05","66,16M","0,87%"
14.11.2005,"30218,88","30510,21","30510,21","29948,18","35,51M","-0,96%"
11.11.2005,"30510,89","30722,24","30746,41","30385,32","69,37M","-0,70%"
10.11.2005,"30724,6","30664,63","30725,94","30218,31","135,37M","0,19%"
09.11.2005,"30666,07","30970,84","31232,37","30492,96","71,38M","-0,98%"
08.11.2005,"30970,6","30951,38","31077,67","30586,59","75,75M","0,06%"
07.11.2005,"30952,24","30887,69","31362,57","30727,64","102,68M","0,21%"
04.11.2005,"30887,5","31079,93","31233,73","30584,19","96,99M","-0,68%"
03.11.2005,"31099,97","30898,5","31486,83","30898,5","118,57M","0,65%"
01.11.2005,"30899,71","30193,51","30981,23","30193,51","133,76M","2,34%"
31.10.2005,"30193,51","29332,87","30251,81","29332,87","103,81M","2,99%"
28.10.2005,"29318,18","29132,52","29566,6","29132,52","96,84M","0,64%"
27.10.2005,"29132,52","29729,97","29841,81","29004,62","98,54M","-2,01%"
26.10.2005,"29729,97","29491,65","29970,91","29243,81","127,61M","0,79%"
25.10.2005,"29498,03","29837,05","30094,84","29395,77","107,33M","-1,13%"
24.10.2005,"29834,99","29175,79","29834,99","29120,22","101,45M","2,26%"
21.10.2005,"29175,79","28346,17","29175,79","28346,17","126,54M","2,93%"
20.10.2005,"28344,08","29299,57","29974,57","28161,24","151,79M","-3,25%"
19.10.2005,"29297,11","29072,49","29558,34","28596,29","131,58M","0,79%"
18.10.2005,"29067,91","30241,27","30450,7","29067,91","115,75M","-3,88%"
17.10.2005,"30241,61","29776,57","30377,48","29776,57","115,26M","1,58%"
14.10.2005,"29770,22","29880,04","30251,46","29090,31","112,51M","-0,37%"
13.10.2005,"29880,04","30561,02","30561,02","29337,44","166,34M","-2,40%"
11.10.2005,"30614,23","30275,17","30774,65","30275,17","148,29M","1,11%"
10.10.2005,"30277,22",29982,"30501,76",29982,"106,64M","1,02%"
07.10.2005,"29972,99","29227,4","30213,33","29227,4","115,58M","2,55%"
06.10.2005,"29227,4","30164,88","30240,77","28893,41","167,10M","-3,10%"
05.10.2005,"30163,52","31271,81","31271,81","30118,29","122,33M","-3,58%"
04.10.2005,"31283,83","31856,96","32051,51","31234,51","197,57M","-1,80%"
03.10.2005,"31856,13","31581,5","31985,09","31542,01","139,64M","0,86%"
30.09.2005,"31583,79","31208,82","31583,79","31135,43","134,16M","1,20%"
29.09.2005,"31208,82","31318,21","31524,36","30838,57","122,12M","-0,35%"
28.09.2005,"31317,24","30879,46","31405,45","30879,46","127,07M","1,43%"
27.09.2005,"30874,94","31145,94","31218,89","30593,45","126,12M","-0,86%"
26.09.2005,"31141,2","31300,89","31564,61","30957,08","133,02M","-0,49%"
23.09.2005,"31294,11","30683,2","31370,69","30683,2","242,24M","2,01%"
22.09.2005,"30678,43","30839,03","30931,34","30421,53","113,99M","-0,52%"
21.09.2005,"30837,29","30058,99","30889,99","29814,61","159,29M","2,59%"
20.09.2005,"30058,99","30076,14","30369,5","29889,45","179,79M","-0,06%"
19.09.2005,"30076,02","29815,83","30076,02","29715,29","140,10M","0,87%"
16.09.2005,"29815,83","29367,85","29863,43","29367,85","91,36M","1,53%"
15.09.2005,"29366,24","29048,28","29561,27","29048,28","102,84M","1,09%"
14.09.2005,"29049,99","28873,64","29152,36","28841,98","106,96M","0,61%"
13.09.2005,"28873,3","29083,71","29194,41","28814,36","94,85M","-0,73%"
12.09.2005,"29086,48","29307,91","29330,53","28990,71","61,77M","-0,76%"
09.09.2005,"29307,91","28836,62","29386,56","28820,19","87,45M","1,66%"
08.09.2005,"28828,06","28854,92","28956,34","28709,35","58,77M","-0,09%"
06.09.2005,"28854,92","28523,38","28854,92","28337,59","87,36M","1,17%"
05.09.2005,28522,"28322,49","28579,34","28322,49","46,13M","0,72%"
02.09.2005,"28319,11","27972,26","28346,79","27972,26","109,50M","1,28%"
01.09.2005,"27962,19","28043,51","28237,31","27798,63","102,02M","-0,29%"
31.08.2005,"28044,83","27626,45","28071,81","27626,45","149,62M","1,60%"
30.08.2005,"27603,74","27384,83","27619,34","27339,05","69,51M","0,80%"
29.08.2005,"27384,83","27113,04","27432,01","26980,65","61,09M","1,07%"
26.08.2005,"27094,61","27397,19","27421,63","27008,49","74,29M","-1,12%"
25.08.2005,"27401,63","26712,38","27402,91","26712,38","105,80M","2,58%"
24.08.2005,"26712,38","26769,28","26861,75","26478,84","96,06M","-0,21%"
23.08.2005,"26769,28","27260,59","27263,78","26647,85","66,39M","-1,80%"
22.08.2005,"27260,68","26646,68","27287,01","26646,68","87,56M","2,32%"
19.08.2005,"26643,77","26908,58","27182,52","26128,62","188,77M","-0,95%"
18.08.2005,"26899,74","27394,83","27418,69","26805,67","105,88M","-1,88%"
17.08.2005,"27416,12","27084,33","27518,56","27057,35","231,51M","1,24%"
16.08.2005,"27080,1","27376,44","27696,29","26967,02","127,78M","-1,08%"
15.08.2005,"27375,02","26959,96","27412,51","26944,41","136,16M","1,57%"
12.08.2005,"26950,74","26628,59","26950,74","25733,64","133,06M","1,19%"
11.08.2005,"26633,12","27099,18","27512,4","26493,72","148,34M","-1,78%"
10.08.2005,"27116,92","27291,46","27605,93","26935,25","143,98M","-0,64%"
09.08.2005,"27291,44","26711,45","27291,44","26711,45","87,22M","2,17%"
08.08.2005,"26711,19","26521,04","26984,84","26521,04","86,05M","0,73%"
05.08.2005,"26517,92","26469,17","26881,12","26350,25","81,67M","0,18%"
04.08.2005,"26469,9","26714,07","26959,62","26440,36","75,29M","-0,91%"
03.08.2005,"26714,07","26788,54","27317,15","26638,05","120,85M","-0,28%"
02.08.2005,"26788,54","26325,04","26823,69","26325,04","111,58M","1,87%"
01.08.2005,"26298,07","26042,36","26452,46","25911,43","105,83M","0,98%"
29.07.2005,"26042,36","26065,15","26305,77","25946,09","115,05M","-0,10%"
28.07.2005,"26068,37","25340,41","26125,48","25340,41","144,82M","2,88%"
27.07.2005,"25337,82","24881,95","25362,01","24773,52","150,58M","1,89%"
26.07.2005,"24868,47","24506,33","24899,33","24327,74","158,98M","1,38%"
25.07.2005,"24530,79","25387,73","25387,73","24409,98","218,22M","-3,39%"
22.07.2005,"25391,23","25834,33","25848,24","25244,24","166,89M","-1,75%"
21.07.2005,"25842,37","25706,36","25964,15","25505,03","109,50M","0,54%"
20.07.2005,"25704,76","25268,34","25795,19","24969,59","130,63M","1,72%"
19.07.2005,"25270,6","25312,19","25312,19","24959,84","119,27M","-0,20%"
18.07.2005,"25321,08","25221,53","25411,94","24916,02","52,17M","0,39%"
15.07.2005,"25221,53","25916,22","25916,22","25221,53","72,88M","-2,69%"
14.07.2005,"25919,95","25858,68","26141,72","25724,68","113,35M","0,25%"
13.07.2005,"25855,91","25556,83","26043,16","25556,83","107,28M","1,25%"
12.07.2005,"25536,25","25026,92","25575,75","24931,89","94,91M","2,08%"
11.07.2005,"25015,58","24424,88","25031,61","24424,88","100,42M","2,43%"
08.07.2005,"24422,91","24451,98","24657,48","24286,53","142,73M","-0,11%"
07.07.2005,"24449,51","24512,55",24603,"24192,36","103,32M","-0,27%"
06.07.2005,"24516,86","24676,52","24676,52","24266,53","135,93M","-0,64%"
05.07.2005,"24674,77","25042,31","25059,1","24525,96","154,51M","-1,48%"
04.07.2005,"25044,53","25313,97","25313,97","24898,95","28,09M","-1,05%"
01.07.2005,"25311,44","25051,21","25409,44","25046,95","51,03M","1,04%"
30.06.2005,"25051,21","25132,13","25279,18","25051,21","70,92M","-0,30%"
29.06.2005,"25126,36","25267,17","25450,55","25031,36","53,12M","-0,53%"
28.06.2005,"25261,04","25225,77","25453,65","25097,71","71,92M","0,14%"
27.06.2005,"25225,77","24916,91","25305,78","24640,05","60,29M","1,24%"
24.06.2005,"24916,91","24811,43","25011,44","24724,88","57,69M","0,41%"
23.06.2005,"24815,58","25678,46","25704,4","24815,58","150,38M","-3,36%"
22.06.2005,"25678,25","25729,54","25755,08","25324,05","82,46M","-0,17%"
21.06.2005,"25721,68","26046,07","26130,05","25578,21","113,73M","-1,24%"
20.06.2005,"26045,5","26092,88","26142,08","25764,36","74,12M","-0,18%"
17.06.2005,"26092,88","25751,69","26266,55","25751,69","151,34M","1,33%"
16.06.2005,"25750,53","25479,46","25895,29","25479,46","112,95M","1,06%"
15.06.2005,"25481,38","25744,24","25744,24","24915,57","172,37M","-1,02%"
14.06.2005,"25744,24","24898,33","25789,01","24329,9","240,23M","3,38%"
13.06.2005,"24901,83","24954,88","25309,22","24846,28","78,26M","-0,20%"
10.06.2005,"24950,95","24483,55","25048,78","24483,55","71,08M","1,91%"
09.06.2005,"24483,55","24701,5","24701,5","24224,34","134,46M","-0,88%"
08.06.2005,"24701,5","25026,16","25423,38","24645,05","103,16M","-1,30%"
07.06.2005,"25026,1","25556,26","25556,26","24933,25","140,64M","-2,07%"
06.06.2005,"25556,26","26362,6","26362,6","25216,75","126,94M","-3,07%"
03.06.2005,"26365,62","26642,49","26691,52","26144,84","140,71M","-1,03%"
02.06.2005,"26639,83","25949,75","26755,09","25929,68","199,89M","2,66%"
01.06.2005,"25948,83","25209,31","25992,5","25209,31","155,22M","2,94%"
31.05.2005,"25207,07","25426,4","25632,89","25153,61","115,39M","-0,85%"
30.05.2005,"25424,22","25248,05","25616,32","25215,01","50,57M","0,67%"
27.05.2005,"25255,48","24479,52","25270,23","24479,52","110,95M","3,17%"
25.05.2005,"24478,42","24541,45","24681,62","24345,29","98,21M","-0,27%"
24.05.2005,"24545,24","24214,89","24582,55","24011,71","131,76M","1,36%"
23.05.2005,"24214,89","24525,15","24586,19","24208,33","72,22M","-1,25%"
20.05.2005,"24522,41","24827,15","24835,96","24494,38","55,83M","-1,23%"
19.05.2005,"24829,01","24881,85","24881,85","24530,33","80,97M","-0,28%"
18.05.2005,"24898,12","24409,89","24966,98","24409,89","111,18M","1,99%"
17.05.2005,"24412,76","24361,52","24513,35","24023,91","73,14M","0,14%"
16.05.2005,"24378,5","23883,42","24380,92","23765,25","98,37M","2,06%"
13.05.2005,"23887,44","24115,07","24259,56","23679,65","144,51M","-0,95%"
12.05.2005,"24117,27","24698,56","24923,32","23985,32","124,49M","-2,35%"
11.05.2005,"24698,66","24764,5","24837,39","24290,34","126,73M","-0,26%"
10.05.2005,"24762,71","25466,93","25530,35","24636,17","114,02M","-2,76%"
09.05.2005,"25464,75","25593,22","25623,14","25403,93","109,88M","-0,49%"
06.05.2005,"25589,2","25436,92","25808,21","25436,92","113,83M","0,60%"
05.05.2005,"25435,82","25477,76","25697,23","25224,6","145,68M","-0,15%"
04.05.2005,"25474,47","24737,56","25559,61","24737,56","121,03M","3,07%"
03.05.2005,"24715,63","24710,59","24925,5","24547,6","104,69M","0,04%"
02.05.2005,"24704,6","24847,23","24904,08","24468,15","141,19M","-0,56%"
29.04.2005,"24843,7","24453,67","24858,26","24154,13","254,07M","1,65%"
28.04.2005,"24439,71","25238,4","25238,4","24423,37","225,90M","-3,18%"
27.04.2005,"25241,7","25295,4","25295,4","24885,65","151,30M","-0,25%"
26.04.2005,"25304,75","25231,5","25563,43","25066,66","96,44M","0,29%"
25.04.2005,"25231,5","24769,03","25297,44","24744,21","86,27M","1,88%"
22.04.2005,"24767,06","25062,44","25428,45","24691,36","92,95M","-1,18%"
20.04.2005,"25062,44","25565,94","25691,92","24953,91","99,01M","-1,97%"
19.04.2005,"25566,17","24877,1","25566,17","24877,1","122,09M","2,77%"
18.04.2005,"24877,04","24655,85","24964,5","24419,63","78,86M","0,90%"
15.04.2005,"24655,85","25000,05","25115,02","24574,99","102,18M","-1,31%"
14.04.2005,24984,"26068,91","26112,91","24948,68","136,64M","-4,15%"
13.04.2005,"26066,11","26206,21","26578,53","26057,41","290,56M","-0,53%"
12.04.2005,"26206,21","25899,73","26323,74","25610,94","147,36M","1,18%"
11.04.2005,"25899,73","25883,69","25943,2","25695,44","55,06M","0,06%"
08.04.2005,"25884,63","26304,93","26309,99","25825,97","59,63M","-1,61%"
07.04.2005,"26307,83","25695,05","26307,83","25655,75","142,81M","2,38%"
06.04.2005,"25695,05","26037,98","26253,88","25614,72","102,71M","-1,32%"
05.04.2005,"26038,44","26407,39","26723,91","25965,23","112,51M","-1,39%"
04.04.2005,"26406,75","26769,96","26769,96","26204,07","95,24M","-1,37%"
01.04.2005,"26773,83","26612,16","27178,18","26612,16","99,39M","0,61%"
31.03.2005,"26610,65","26470,81","26767,88","26258,57","81,35M","0,53%"
30.03.2005,"26469,78","25861,43","26469,78","25861,43","102,33M","2,43%"
29.03.2005,"25842,08","26258,9","26619,84","25760,87","99,53M","-1,58%"
28.03.2005,"26257,32","26705,15","26705,15","26223,98","85,06M","-1,66%"
24.03.2005,"26701,88","26267,13","26827,29","26267,13","77,79M","1,73%"
23.03.2005,"26248,27","26612,92","26791,66","26130,5","117,33M","-1,39%"
22.03.2005,"26618,06","27418,97","27843,62","26479,95","138,19M","-2,89%"
21.03.2005,"27411,34","27587,28","27632,79","27213,82","89,75M","-0,66%"
18.03.2005,"27593,25","28088,14","28173,7","27498,41","132,58M","-1,75%"
17.03.2005,"28085,83","27823,9","28162,17","27319,42","98,46M","0,93%"
16.03.2005,"27826,71","27587,02","27840,76","27260,3","128,15M","0,87%"
15.03.2005,"27587,71","28106,9","28300,14","27455,45","118,12M","-1,82%"
14.03.2005,"28098,89","28074,91","28135,03","27714,82","123,75M","0,09%"
11.03.2005,"28074,91","28566,82","28931,73","28008,21","180,42M","-1,72%"
10.03.2005,"28567,49","28510,73","28681,84","28049,38","265,02M","0,19%"
09.03.2005,"28514,46","29017,56","29058,35","28380,83","134,41M","-1,75%"
08.03.2005,"29021,2","29452,04","29452,04","28883,14","152,15M","-1,47%"
07.03.2005,"29455,42","29463,81","29584,21","29182,93","138,84M","0,88%"
04.03.2005,"29197,19","28676,49","29227,78","28676,49","228,27M","1,84%"
03.03.2005,"28668,4","28203,74","28766,44","28203,74","107,09M","1,66%"
02.03.2005,"28199,7","27729,98","28199,7","27498,35","82,65M","1,69%"
01.03.2005,"27729,98","28135,07","28136,75","27643,17","102,72M","-1,45%"
28.02.2005,"28139,13","28422,74","28554,57","27799,4","71,01M","-1,01%"
25.02.2005,"28425,04","28428,88","28778,4","28178,1","117,64M","-0,04%"
24.02.2005,"28436,17","27197,77","28436,17","27197,77","173,35M","4,55%"
23.02.2005,"27198,46","26745,9","27198,46","26745,9","130,55M","1,71%"
22.02.2005,"26740,06","26856,08","27328,63",26620,"182,97M","-0,42%"
21.02.2005,"26853,05","26729,56","27094,41","26697,95","60,65M","0,36%"
18.02.2005,"26756,25","27086,48","27184,45","26707,08","96,45M","-1,24%"
17.02.2005,"27090,91","26385,48","27159,19","26385,48","149,00M","2,68%"
16.02.2005,"26384,08","26610,79","26683,38","26312,33","302,53M","-0,85%"
15.02.2005,"26610,12","26531,89","26659,69","26211,73","115,63M","0,29%"
14.02.2005,"26531,89","26660,39","26753,03","26321,4","105,93M","-0,52%"
11.02.2005,"26670,52","26413,67","26786,45","26132,01","145,81M","0,96%"
10.02.2005,"26415,79","26313,5","26456,49","25881,8","111,85M","0,39%"
09.02.2005,"26313,5","25732,97","26313,5","25732,97","79,78M","2,26%"
04.02.2005,"25731,94","24873,63","25735,65","24818,01","140,40M","3,45%"
03.02.2005,"24873,63","24606,01","24896,15","24548,18","87,13M","1,09%"
02.02.2005,"24605,36","24149,81","24624,36","24139,11","110,71M","1,89%"
01.02.2005,"24149,46","24392,09","24506,43","24073,23","133,94M","-0,84%"
31.01.2005,"24352,94","23969,96","24399,13","23969,96","74,03M","1,61%"
28.01.2005,"23968,09","24006,34","24056,18","23594,57","125,49M","-0,26%"
27.01.2005,"24029,7","24528,85","24528,85","23868,64","133,42M","-2,04%"
26.01.2005,"24530,16","24206,93","24555,49","24206,93","95,26M","1,37%"
24.01.2005,"24197,72","23818,94","24301,79","23812,51","64,59M","1,59%"
